Drug_Name,Target_Name,Mol_Desc_1,Mol_Desc_2,Mol_Desc_3,Mol_Desc_4,Mol_Desc_5,Mol_Desc_6,Mol_Desc_7,Mol_Desc_8,Mol_Desc_9,Mol_Desc_10,Mol_Desc_11,Mol_Desc_12,Mol_Desc_13,Mol_Desc_14,Mol_Desc_15,Mol_Desc_16,Mol_Desc_17,Mol_Desc_18,Mol_Desc_19,Mol_Desc_20,Prot_Desc_1,Prot_Desc_2,Prot_Desc_3,Prot_Desc_4,Prot_Desc_5,Prot_Desc_6,Prot_Desc_7,Prot_Desc_8,Prot_Desc_9,Prot_Desc_10,Prot_Desc_11,Prot_Desc_12,Prot_Desc_13,Prot_Desc_14,Prot_Desc_15,Prot_Desc_16,Prot_Desc_17,Prot_Desc_18,Prot_Desc_19,Prot_Desc_20,Binding_Affinity,Interaction_Label
Hydroxychloroquine,KCNH2,0.3882,0.9992,0.2374,0.9717,0.7412,0.7725,0.4005,0.0226,0.3108,0.6299,0.7845,0.6264,0.0352,0.8805,0.537,0.7925,0.8122,0.1869,0.9478,0.2192,0.9361,0.9631,0.0593,0.5221,0.0198,0.7083,0.9296,0.5915,0.6793,0.4934,0.7536,0.0945,0.9825,0.8887,0.6767,0.352,0.1571,0.431,0.8315,0.3424,399.04,1
Ibuprofen,TNF,0.6795,0.9529,0.2346,0.7373,0.04,0.3819,0.2417,0.9198,0.6659,0.2246,0.73,0.3551,0.8313,0.8351,0.3096,0.3503,0.0909,0.1032,0.6327,0.5784,0.1226,0.7133,0.2969,0.5608,0.3612,0.5893,0.1207,0.8669,0.611,0.5431,0.6637,0.8859,0.3241,0.3996,0.3977,0.4646,0.3429,0.1774,0.9595,0.894,731.28,0
Hydroxychloroquine,HMGCR,0.2282,0.7182,0.4798,0.8749,0.9475,0.254,0.7222,0.7172,0.4997,0.4252,0.3326,0.5518,0.4239,0.9372,0.2491,0.3573,0.8037,0.3445,0.8677,0.6938,0.4251,0.2262,0.5406,0.8788,0.9016,0.2308,0.5688,0.1246,0.3427,0.3945,0.2535,0.1748,0.8254,0.5064,0.9548,0.2716,0.3429,0.2731,0.6962,0.9128,245.66,1
Atorvastatin,CYP2D6,0.2594,0.7464,0.3196,0.9712,0.1913,0.759,0.7892,0.3923,0.6572,0.2368,0.9205,0.3497,0.2142,0.2586,0.6142,0.1216,0.0776,0.6958,0.0896,0.7136,0.4059,0.4727,0.0758,0.4563,0.0274,0.4825,0.5263,0.9614,0.0725,0.1935,0.8124,0.4596,0.6981,0.0253,0.1188,0.4809,0.1681,0.3848,0.5565,0.7179,356.56,1
Hydroxychloroquine,TNF,0.3761,0.7592,0.5598,0.3781,0.0818,0.5976,0.2405,0.9323,0.0532,0.5968,0.5951,0.081,0.7644,0.1194,0.9135,0.5899,0.5626,0.4137,0.1427,0.0177,0.4782,0.1861,0.9634,0.722,0.8792,0.9336,0.2997,0.9082,0.1387,0.1235,0.2587,0.8827,0.0394,0.7113,0.7139,0.0723,0.3845,0.3089,0.7097,0.6933,148.25,1
Atorvastatin,HMGCR,0.3041,0.8626,0.3441,0.6879,0.339,0.254,0.2686,0.0558,0.1968,0.3032,0.3595,0.2622,0.1652,0.8757,0.0428,0.494,0.2476,0.921,0.9301,0.9538,0.2121,0.5095,0.9514,0.1453,0.7855,0.1643,0.3563,0.9015,0.4573,0.8605,0.0115,0.6068,0.9935,0.0585,0.4145,0.1798,0.8902,0.2758,0.2107,0.2516,275.19,1
Metformin,KCNH2,0.2539,0.9518,0.8147,0.184,0.7024,0.8909,0.5601,0.7542,0.8933,0.1681,0.3466,0.0104,0.6958,0.9829,0.0827,0.1396,0.977,0.3978,0.0359,0.4796,0.244,0.5011,0.1559,0.8624,0.1686,0.4516,0.7267,0.1594,0.0808,0.8731,0.391,0.1505,0.4543,0.2805,0.3622,0.6705,0.4022,0.9998,0.0922,0.1937,486.6,1
Atorvastatin,HMGCR,0.0497,0.4457,0.9508,0.5517,0.2315,0.721,0.7525,0.5263,0.4175,0.0596,0.0789,0.7725,0.6393,0.1614,0.2082,0.2038,0.3168,0.8702,0.7069,0.7425,0.9118,0.2438,0.7586,0.701,0.9595,0.6536,0.6108,0.4468,0.476,0.8034,0.3227,0.5741,0.1257,0.0141,0.8782,0.0557,0.0512,0.2915,0.1487,0.0952,281.13,1
Atorvastatin,SCN4A,0.8367,0.4165,0.4039,0.2099,0.0499,0.9093,0.9594,0.6648,0.5654,0.6318,0.1672,0.9666,0.1614,0.7049,0.6812,0.1293,0.2563,0.1317,0.7769,0.702,0.3566,0.4242,0.1313,0.6845,0.6825,0.619,0.7423,0.0032,0.9759,0.3691,0.2174,0.5794,0.6666,0.4557,0.9007,0.2852,0.0364,0.5981,0.0671,0.2723,744.39,0
Ibuprofen,CYP2D6,0.0643,0.4605,0.0495,0.1604,0.0574,0.4375,0.3006,0.4714,0.4571,0.5966,0.6535,0.3062,0.6643,0.5455,0.0783,0.6307,0.4151,0.4293,0.8736,0.9501,0.4584,0.6971,0.9368,0.3196,0.6515,0.9156,0.3319,0.1332,0.5726,0.3259,0.2002,0.5458,0.3484,0.3266,0.7743,0.1965,0.8191,0.7394,0.4412,0.9955,189.44,1
Hydroxychloroquine,CYP2D6,0.8874,0.6598,0.2396,0.0984,0.2566,0.1282,0.9111,0.1472,0.9108,0.1946,0.3146,0.7171,0.7822,0.2358,0.8943,0.1844,0.9301,0.9821,0.9306,0.307,0.0145,0.7738,0.6184,0.8477,0.3633,0.1839,0.2006,0.9696,0.1125,0.3571,0.6028,0.3625,0.4813,0.4951,0.1899,0.9068,0.4615,0.0393,0.4808,0.5099,75.61,1
Ibuprofen,SCN4A,0.1255,0.7754,0.1019,0.5797,0.1353,0.9241,0.1818,0.2608,0.1995,0.0028,0.2579,0.5236,0.7775,0.713,0.3852,0.6497,0.4706,0.5771,0.364,0.667,0.1809,0.7969,0.1279,0.4563,0.4827,0.7863,0.5216,0.5736,0.5297,0.751,0.2642,0.7449,0.3884,0.9546,0.017,0.3717,0.2572,0.7931,0.7178,0.1522,806.73,0
Levobupivacaine,TNF,0.0653,0.8705,0.3448,0.9499,0.3724,0.6014,0.0411,0.463,0.8389,0.1361,0.0051,0.0212,0.6035,0.6554,0.154,0.4878,0.2887,0.9376,0.304,0.0411,0.8466,0.6147,0.3004,0.9264,0.5754,0.62,0.9091,0.3679,0.1051,0.5461,0.4507,0.0855,0.1373,0.3464,0.5088,0.018,0.8817,0.2316,0.6823,0.2654,332.18,1
Atorvastatin,SCN4A,0.563,0.4562,0.6451,0.1222,0.1731,0.6061,0.7925,0.9188,0.0601,0.3054,0.8439,0.9745,0.0963,0.4167,0.6764,0.2137,0.9055,0.0349,0.3268,0.0445,0.9012,0.4386,0.8411,0.7464,0.3306,0.029,0.5839,0.4639,0.9286,0.0581,0.9919,0.9603,0.6043,0.3988,0.8869,0.0233,0.2313,0.2166,0.3045,0.7688,250.83,1
Levobupivacaine,CYP2D6,0.5024,0.3634,0.5189,0.5023,0.3443,0.5843,0.4786,0.0683,0.8573,0.5231,0.2718,0.9625,0.1712,0.0167,0.9784,0.0276,0.8952,0.2441,0.0323,0.6926,0.924,0.5271,0.7167,0.1397,0.8308,0.7142,0.9682,0.7391,0.6884,0.4334,0.6974,0.1963,0.4768,0.9932,0.7586,0.9632,0.541,0.4751,0.8155,0.8285,796.64,0
Ibuprofen,KCNH2,0.4912,0.9834,0.2429,0.6871,0.4445,0.4724,0.0769,0.1047,0.9029,0.8856,0.3072,0.8897,0.2976,0.8297,0.7337,0.0988,0.5569,0.332,0.1304,0.3434,0.6454,0.5658,0.9077,0.1883,0.0535,0.2392,0.6135,0.4539,0.8215,0.7374,0.3534,0.1541,0.2963,0.8544,0.2166,0.9861,0.5123,0.0868,0.4334,0.7391,280.74,1
Hydroxychloroquine,TNF,0.5745,0.2319,0.7673,0.4959,0.7425,0.255,0.0711,0.1527,0.7898,0.2103,0.994,0.315,0.9373,0.2232,0.4307,0.335,0.0144,0.966,0.817,0.2196,0.7294,0.3089,0.3984,0.2114,0.6203,0.9096,0.1871,0.1617,0.5313,0.1731,0.1287,0.1946,0.4004,0.7094,0.0549,0.9206,0.5475,0.891,0.5303,0.5342,706.2,0
Ibuprofen,HMGCR,0.2871,0.222,0.1315,0.9118,0.2274,0.613,0.0136,0.6321,0.2771,0.2155,0.4786,0.1339,0.0959,0.6927,0.91,0.5964,0.1689,0.5775,0.4561,0.5091,0.1644,0.8574,0.3032,0.8673,0.3793,0.5464,0.7819,0.1375,0.1012,0.7257,0.4795,0.7705,0.03,0.5369,0.0851,0.0604,0.0118,0.8948,0.37,0.5725,986.27,0
Hydroxychloroquine,KCNH2,0.6629,0.7154,0.2282,0.1663,0.4751,0.7186,0.3063,0.3663,0.1141,0.8442,0.5369,0.3148,0.5495,0.9981,0.343,0.0876,0.5683,0.1436,0.0666,0.5892,0.7585,0.2126,0.1924,0.4817,0.1813,0.9266,0.7354,0.4465,0.2909,0.5754,0.8963,0.6938,0.8943,0.6567,0.7511,0.6652,0.3379,0.077,0.2951,0.2369,128.84,1
Hydroxychloroquine,TNF,0.5024,0.1797,0.676,0.0242,0.8154,0.9165,0.7354,0.1492,0.5009,0.5082,0.0589,0.737,0.8924,0.9311,0.1741,0.516,0.2416,0.026,0.5057,0.0189,0.9393,0.848,0.1196,0.2528,0.6515,0.2788,0.8756,0.6885,0.8836,0.883,0.8822,0.9372,0.7714,0.4074,0.1512,0.4412,0.4573,0.6256,0.5142,0.1246,455.23,1
Metformin,CYP2D6,0.3347,0.3994,0.1972,0.3831,0.9864,0.0721,0.6653,0.122,0.6658,0.6914,0.5079,0.4779,0.4382,0.4845,0.9777,0.733,0.5592,0.3249,0.2907,0.9952,0.1841,0.4777,0.249,0.4727,0.266,0.1297,0.9589,0.5283,0.2255,0.974,0.8267,0.0854,0.014,0.6667,0.3922,0.5261,0.2417,0.8151,0.3827,0.9914,635.64,0
Atorvastatin,CYP2D6,0.8265,0.2924,0.6788,0.5555,0.5573,0.2547,0.9997,0.6742,0.8192,0.3467,0.4258,0.9169,0.8811,0.0844,0.7231,0.876,0.0858,0.7716,0.4949,0.4194,0.2161,0.8565,0.8021,0.4372,0.4225,0.1776,0.8889,0.8882,0.2905,0.0652,0.1417,0.6442,0.22,0.3542,0.6862,0.5799,0.6343,0.3066,0.608,0.9503,757.52,0
Ibuprofen,KCNH2,0.7277,0.1687,0.9769,0.2545,0.4323,0.7767,0.5939,0.4626,0.5059,0.8389,0.8701,0.0195,0.3229,0.8932,0.2372,0.832,0.5466,0.7813,0.9599,0.2249,0.9322,0.0948,0.7819,0.6793,0.1688,0.136,0.0583,0.7923,0.9094,0.5393,0.7336,0.3732,0.8748,0.2132,0.1929,0.8525,0.7301,0.2926,0.5718,0.6073,489.26,1
Hydroxychloroquine,TNF,0.3936,0.5797,0.8314,0.1684,0.6315,0.7752,0.1105,0.8728,0.5467,0.4498,0.5229,0.9615,0.4423,0.0123,0.6142,0.1372,0.5535,0.5549,0.7672,0.0835,0.0594,0.1854,0.0147,0.19,0.3738,0.8455,0.4318,0.8778,0.5954,0.2795,0.0383,0.9428,0.4547,0.3643,0.7983,0.6203,0.2332,0.0167,0.6174,0.3035,722.49,0
Ibuprofen,HMGCR,0.8476,0.3735,0.16,0.8048,0.4863,0.212,0.9785,0.404,0.9361,0.9029,0.8692,0.958,0.5959,0.3148,0.6432,0.9908,0.8831,0.9115,0.9952,0.2089,0.4419,0.6807,0.3525,0.0769,0.5678,0.023,0.8544,0.7569,0.895,0.2839,0.1095,0.2764,0.327,0.7277,0.6856,0.1156,0.0115,0.6584,0.291,0.8464,336.05,1
Ibuprofen,HMGCR,0.9203,0.4622,0.5205,0.1886,0.1648,0.1847,0.693,0.6557,0.0478,0.4005,0.7548,0.7843,0.6511,0.7294,0.403,0.9852,0.4358,0.1222,0.8964,0.7433,0.4622,0.7355,0.6604,0.7938,0.2919,0.1172,0.5643,0.2455,0.569,0.5698,0.1719,0.0394,0.7708,0.5048,0.0877,0.2772,0.4271,0.3634,0.8822,0.3185,546.84,0
Hydroxychloroquine,SCN4A,0.5369,0.1959,0.4223,0.4427,0.4594,0.3671,0.374,0.7958,0.3189,0.8087,0.0126,0.5073,0.3927,0.7885,0.708,0.5637,0.6134,0.7575,0.0914,0.9712,0.3148,0.166,0.3355,0.889,0.0193,0.0608,0.0776,0.1481,0.1437,0.7647,0.9522,0.0177,0.0421,0.9198,0.6788,0.4216,0.4261,0.0095,0.9529,0.8807,34.24,1
Levobupivacaine,KCNH2,0.215,0.7679,0.9917,0.9545,0.9791,0.0629,0.247,0.9537,0.4382,0.0557,0.973,0.3582,0.46,0.5759,0.3411,0.5881,0.1546,0.7932,0.3856,0.2091,0.2832,0.2499,0.0433,0.0523,0.7355,0.9952,0.2626,0.6855,0.1363,0.7774,0.3363,0.0044,0.9066,0.6992,0.8955,0.2203,0.2448,0.4616,0.3,0.2324,698.2,0
Atorvastatin,TNF,0.9158,0.3147,0.9644,0.6127,0.6404,0.7304,0.2222,0.8693,0.6395,0.6828,0.0732,0.9556,0.6125,0.3233,0.4196,0.2723,0.8774,0.4512,0.451,0.9834,0.7223,0.3666,0.4618,0.4838,0.4101,0.6234,0.5531,0.4867,0.714,0.6741,0.4048,0.2586,0.0002,0.9924,0.427,0.7667,0.3658,0.29,0.4868,0.0141,970.9,0
Atorvastatin,KCNH2,0.1895,0.3427,0.1271,0.4977,0.2834,0.6698,0.9562,0.7753,0.095,0.1415,0.035,0.6891,0.8515,0.1156,0.9959,0.2723,0.2847,0.746,0.4334,0.3045,0.8738,0.6361,0.597,0.592,0.3313,0.2653,0.6928,0.253,0.113,0.039,0.4707,0.4014,0.994,0.7452,0.2399,0.9916,0.5873,0.5525,0.9946,0.5338,762.28,0
Metformin,HMGCR,0.0484,0.2522,0.9087,0.3603,0.9471,0.8587,0.4194,0.4129,0.8749,0.8971,0.3101,0.7644,0.3566,0.495,0.9785,0.231,0.8135,0.2384,0.1446,0.5819,0.2681,0.9479,0.6678,0.6786,0.3153,0.8222,0.1645,0.1279,0.7517,0.346,0.0448,0.6863,0.9561,0.3754,0.1582,0.0043,0.7355,0.7868,0.4266,0.5079,136.83,1
Metformin,TNF,0.3275,0.4344,0.1934,0.5204,0.3886,0.43,0.4868,0.9828,0.3164,0.9646,0.4242,0.8082,0.5595,0.6113,0.1045,0.4851,0.9825,0.493,0.8235,0.9487,0.5742,0.2935,0.97,0.0084,0.6183,0.4707,0.377,0.8143,0.783,0.4525,0.4658,0.2422,0.3165,0.6891,0.3436,0.5562,0.9217,0.9694,0.0082,0.8385,175.3,1
Metformin,CYP2D6,0.727,0.4636,0.3195,0.7343,0.3901,0.6367,0.8368,0.2647,0.1851,0.3213,0.2233,0.8605,0.7587,0.9783,0.5588,0.8538,0.5737,0.2084,0.5464,0.3768,0.1611,0.7329,0.3719,0.8213,0.5917,0.1861,0.1265,0.441,0.2548,0.8709,0.0886,0.4084,0.4576,0.8201,0.3021,0.2485,0.0911,0.7961,0.0446,0.8259,58.48,1
Atorvastatin,CYP2D6,0.9233,0.5297,0.3534,0.8225,0.6166,0.9539,0.9639,0.6613,0.5915,0.5627,0.4972,0.5015,0.9621,0.9753,0.2109,0.4564,0.1086,0.5046,0.6368,0.2402,0.0298,0.1074,0.8203,0.584,0.3317,0.9238,0.7207,0.0132,0.1446,0.3713,0.3336,0.8447,0.2033,0.5278,0.9365,0.057,0.7529,0.7976,0.8306,0.8272,789.2,0
Levobupivacaine,TNF,0.6373,0.9676,0.2868,0.6498,0.569,0.9588,0.0044,0.1306,0.1406,0.3998,0.9679,0.9565,0.1212,0.8172,0.2845,0.5306,0.3567,0.682,0.9934,0.3172,0.0557,0.6706,0.795,0.2565,0.4599,0.2089,0.6299,0.046,0.5606,0.1592,0.6981,0.4199,0.9348,0.4884,0.3897,0.8048,0.2409,0.8097,0.0749,0.993,95.91,1
Atorvastatin,KCNH2,0.9518,0.9047,0.8532,0.7903,0.2904,0.0711,0.9902,0.6059,0.3301,0.6129,0.5555,0.2951,0.0795,0.1166,0.6889,0.9312,0.5697,0.0026,0.71,0.913,0.5081,0.922,0.7552,0.535,0.7224,0.6618,0.5829,0.0997,0.1609,0.2243,0.4925,0.492,0.1429,0.6395,0.3139,0.2416,0.8687,0.921,0.3889,0.7989,887.26,0
Atorvastatin,KCNH2,0.0924,0.6094,0.3299,0.0884,0.4671,0.0019,0.0755,0.6899,0.8619,0.3544,0.1118,0.7907,0.0372,0.9232,0.7468,0.3184,0.4295,0.0917,0.183,0.959,0.3428,0.3654,0.542,0.7551,0.9066,0.6066,0.8851,0.995,0.9139,0.8954,0.4357,0.7317,0.4163,0.1825,0.0257,0.6574,0.8577,0.0337,0.9266,0.9581,706.27,0
Atorvastatin,CYP2D6,0.0608,0.0389,0.8167,0.0144,0.3325,0.96,0.8368,0.0903,0.7894,0.8192,0.9119,0.1271,0.2126,0.4395,0.3236,0.7851,0.7451,0.4836,0.9464,0.3071,0.8601,0.328,0.9177,0.1634,0.4445,0.2808,0.4171,0.2424,0.9715,0.9545,0.9966,0.9792,0.4748,0.3231,0.2358,0.7482,0.8489,0.5545,0.4127,0.5299,375.74,1
Atorvastatin,CYP2D6,0.6042,0.6123,0.9944,0.7344,0.7378,0.5353,0.9503,0.2949,0.281,0.0314,0.11,0.3684,0.5293,0.0846,0.559,0.4776,0.9592,0.0983,0.1638,0.7968,0.3844,0.9535,0.0736,0.6518,0.8175,0.8513,0.9271,0.2816,0.6822,0.8364,0.2218,0.0144,0.838,0.8079,0.5673,0.2455,0.1005,0.493,0.2724,0.4982,96.17,1
Levobupivacaine,HMGCR,0.9661,0.0897,0.8408,0.2617,0.1225,0.7004,0.5611,0.6415,0.4197,0.7413,0.4575,0.4442,0.1685,0.7008,0.6578,0.6639,0.1679,0.3504,0.434,0.5337,0.5959,0.9316,0.2174,0.5421,0.7703,0.8468,0.783,0.8325,0.4494,0.2005,0.723,0.1168,0.5273,0.8898,0.876,0.4737,0.4335,0.6023,0.4935,0.2793,213.12,1
Metformin,TNF,0.5027,0.7103,0.3461,0.8777,0.7503,0.9126,0.5517,0.6021,0.5077,0.0138,0.4617,0.5541,0.2473,0.7163,0.5224,0.1736,0.5617,0.8758,0.7086,0.1084,0.1648,0.7977,0.2095,0.8956,0.4955,0.5345,0.4837,0.078,0.9905,0.1697,0.4824,0.1019,0.5723,0.7242,0.7253,0.9052,0.2175,0.4797,0.2482,0.0916,26.72,1
Ibuprofen,KCNH2,0.0515,0.3901,0.7113,0.5359,0.1612,0.4332,0.669,0.6682,0.567,0.9629,0.7282,0.0754,0.1639,0.1053,0.0022,0.3546,0.3103,0.6395,0.4644,0.8871,0.3191,0.4566,0.0147,0.8837,0.7161,0.6277,0.724,0.8482,0.8316,0.5661,0.5594,0.9119,0.9394,0.8809,0.9234,0.6192,0.8645,0.4026,0.6256,0.7005,617.65,0
Metformin,HMGCR,0.2212,0.8377,0.5339,0.4785,0.306,0.4407,0.3528,0.1244,0.3004,0.0405,0.6797,0.3955,0.8797,0.063,0.1083,0.7534,0.334,0.2552,0.0444,0.3516,0.3949,0.2262,0.9903,0.7405,0.2658,0.6667,0.8768,0.7651,0.9861,0.0669,0.4357,0.6358,0.1261,0.9646,0.145,0.5225,0.6874,0.2378,0.5887,0.6255,863.86,0
Metformin,KCNH2,0.2448,0.9425,0.7865,0.7728,0.3333,0.167,0.1658,0.5153,0.5341,0.795,0.6165,0.3118,0.8725,0.9589,0.0961,0.4844,0.3717,0.0316,0.5442,0.6445,0.5736,0.8,0.0326,0.5653,0.5581,0.8254,0.2888,0.2216,0.1152,0.2614,0.4425,0.5718,0.2553,0.5919,0.31,0.8439,0.7165,0.8508,0.8821,0.7534,733.96,0
Ibuprofen,CYP2D6,0.3379,0.4171,0.1531,0.7411,0.9904,0.9058,0.0664,0.9276,0.7733,0.6996,0.6365,0.4619,0.4626,0.6698,0.3857,0.3191,0.5546,0.3087,0.0695,0.8866,0.4746,0.0187,0.1443,0.3919,0.7854,0.2545,0.1316,0.3547,0.3139,0.9088,0.6728,0.6869,0.7621,0.4442,0.3455,0.4988,0.4608,0.2634,0.4222,0.9504,335.85,1
Atorvastatin,TNF,0.0436,0.4606,0.6381,0.7043,0.5898,0.6477,0.8811,0.9538,0.686,0.8608,0.7605,0.7299,0.3283,0.2618,0.4372,0.7026,0.2014,0.966,0.4981,0.9568,0.2408,0.1529,0.5253,0.4634,0.0825,0.769,0.073,0.4237,0.7874,0.2177,0.8121,0.5984,0.9263,0.5152,0.8368,0.2642,0.2641,0.5516,0.9984,0.0587,542.44,0
Levobupivacaine,SCN4A,0.9049,0.5901,0.7737,0.6899,0.7776,0.1803,0.5473,0.1267,0.9509,0.1285,0.1722,0.1513,0.9225,0.5137,0.3245,0.5027,0.9431,0.3484,0.3138,0.7901,0.0913,0.4394,0.1429,0.0972,0.4793,0.6969,0.1181,0.8086,0.8044,0.4494,0.3399,0.1134,0.5813,0.6462,0.6404,0.1002,0.5654,0.2802,0.7344,0.6573,353.9,1
Levobupivacaine,TNF,0.5156,0.1971,0.7612,0.5154,0.5554,0.5598,0.6941,0.8944,0.2386,0.3549,0.9764,0.6825,0.6301,0.6436,0.5705,0.6067,0.7254,0.1928,0.9147,0.828,0.6389,0.4518,0.8122,0.8921,0.2641,0.4367,0.6044,0.5478,0.369,0.5201,0.8255,0.1811,0.7546,0.3365,0.7022,0.7531,0.901,0.4114,0.2186,0.1207,539.59,0
Metformin,SCN4A,0.6709,0.9273,0.9636,0.9265,0.9832,0.3282,0.3321,0.5765,0.6782,0.086,0.5456,0.357,0.1628,0.4749,0.0959,0.7529,0.0784,0.4382,0.4213,0.1714,0.8709,0.4186,0.384,0.6095,0.1389,0.8099,0.6792,0.4897,0.5023,0.4362,0.3121,0.4117,0.5346,0.1754,0.6889,0.9524,0.1365,0.8389,0.2502,0.217,593.98,0
Ibuprofen,HMGCR,0.0672,0.433,0.0584,0.8906,0.1774,0.1472,0.807,0.7529,0.9497,0.2885,0.7215,0.3064,0.8102,0.2075,0.99,0.2301,0.3452,0.7395,0.7624,0.4184,0.2561,0.3588,0.1234,0.5055,0.5909,0.446,0.9247,0.4603,0.913,0.4671,0.1908,0.1308,0.888,0.1265,0.0295,0.9364,0.0716,0.4064,0.2402,0.9421,248.75,1
Hydroxychloroquine,SCN4A,0.0541,0.1668,0.3458,0.3294,0.6049,0.1819,0.3499,0.1506,0.0961,0.6093,0.5789,0.4023,0.3106,0.0681,0.4015,0.4489,0.629,0.858,0.3057,0.0786,0.0241,0.7087,0.3942,0.1593,0.4837,0.1917,0.6383,0.8317,0.2361,0.9531,0.53,0.0941,0.6185,0.0748,0.3096,0.4709,0.8305,0.0622,0.1375,0.017,42.96,1
Atorvastatin,SCN4A,0.5865,0.7627,0.4766,0.8047,0.7974,0.5593,0.0298,0.7379,0.5619,0.9699,0.8754,0.856,0.862,0.8192,0.0449,0.9244,0.9245,0.0794,0.3885,0.6067,0.4786,0.7798,0.2502,0.0273,0.8375,0.2009,0.9672,0.6827,0.4542,0.9621,0.2575,0.3907,0.1942,0.8296,0.5301,0.6831,0.5566,0.745,0.3624,0.1627,515.49,0
Metformin,HMGCR,0.8873,0.2192,0.3098,0.8911,0.6286,0.5644,0.3369,0.0711,0.9844,0.2543,0.5872,0.0673,0.5356,0.6055,0.7414,0.7287,0.4529,0.3331,0.4685,0.5083,0.2431,0.2091,0.7346,0.8781,0.2064,0.377,0.8742,0.1794,0.0323,0.0978,0.2175,0.3396,0.1669,0.3487,0.6259,0.7154,0.339,0.2134,0.0398,0.0141,225.3,1
Levobupivacaine,TNF,0.5285,0.1435,0.3098,0.6183,0.8969,0.7899,0.8503,0.633,0.0614,0.3407,0.0956,0.5745,0.6929,0.0391,0.2182,0.1129,0.3028,0.8601,0.5862,0.4943,0.5333,0.6118,0.3876,0.0605,0.1695,0.7883,0.0844,0.907,0.3515,0.125,0.4526,0.7097,0.1544,0.3467,0.3609,0.3759,0.1503,0.9605,0.7212,0.738,863.28,0
Ibuprofen,HMGCR,0.8778,0.5629,0.1761,0.5556,0.6007,0.248,0.8759,0.6681,0.3629,0.4079,0.8737,0.7348,0.7116,0.8364,0.0443,0.0882,0.5736,0.3636,0.2073,0.2979,0.2101,0.2534,0.8792,0.6068,0.0482,0.1988,0.6106,0.2658,0.8989,0.2672,0.3085,0.1114,0.4467,0.2327,0.647,0.9864,0.2603,0.6999,0.9976,0.8352,153.79,1
Ibuprofen,CYP2D6,0.811,0.6715,0.813,0.6719,0.8264,0.9158,0.9347,0.6647,0.085,0.0306,0.1023,0.6242,0.0475,0.4929,0.2352,0.7484,0.2435,0.386,0.4742,0.4639,0.65,0.0415,0.3388,0.0092,0.2197,0.1435,0.228,0.1846,0.3237,0.396,0.3814,0.7361,0.6259,0.7348,0.7042,0.5034,0.1865,0.9121,0.3558,0.4736,501.5,0
Metformin,CYP2D6,0.0759,0.5696,0.9081,0.1631,0.1758,0.5186,0.4995,0.0587,0.5858,0.6885,0.5216,0.5354,0.737,0.4489,0.0256,0.6436,0.276,0.8539,0.3104,0.6833,0.9748,0.6519,0.3807,0.6405,0.2772,0.1487,0.6561,0.737,0.5974,0.1558,0.0576,0.2166,0.2591,0.9726,0.5282,0.6332,0.0622,0.6292,0.9713,0.6155,722.72,0
Hydroxychloroquine,SCN4A,0.202,0.6565,0.0823,0.0873,0.2621,0.2042,0.9566,0.3842,0.8527,0.1263,0.2018,0.6222,0.2314,0.0321,0.4833,0.6785,0.5865,0.4597,0.4433,0.1452,0.6567,0.6374,0.6975,0.4482,0.9358,0.7823,0.6823,0.7891,0.3303,0.6822,0.4981,0.436,0.6182,0.8829,0.7626,0.9261,0.8231,0.715,0.8997,0.0279,349.32,1
Levobupivacaine,HMGCR,0.6577,0.1155,0.1549,0.8202,0.4441,0.4133,0.4992,0.7444,0.2419,0.8784,0.121,0.3541,0.7633,0.918,0.1395,0.5143,0.1745,0.1379,0.5995,0.827,0.3076,0.5036,0.1765,0.4051,0.7522,0.0982,0.8451,0.5127,0.7698,0.0252,0.7326,0.2658,0.8205,0.3313,0.613,0.5113,0.7795,0.1794,0.4034,0.6506,316.76,1
Metformin,HMGCR,0.4435,0.476,0.2285,0.5733,0.8516,0.9234,0.1539,0.7968,0.2042,0.4148,0.1222,0.4247,0.3083,0.1419,0.8699,0.6994,0.2171,0.2945,0.4271,0.3126,0.8814,0.9609,0.7181,0.89,0.5306,0.8339,0.3075,0.3523,0.0273,0.923,0.4969,0.2276,0.7663,0.4607,0.5843,0.4418,0.3846,0.6605,0.69,0.9587,753.77,0
Hydroxychloroquine,HMGCR,0.2907,0.357,0.509,0.1225,0.4266,0.4782,0.502,0.4155,0.5301,0.8742,0.8659,0.388,0.0935,0.6373,0.7304,0.9184,0.8107,0.6595,0.0718,0.5489,0.8408,0.4722,0.2885,0.9193,0.2433,0.9047,0.7976,0.8188,0.323,0.6978,0.2582,0.3864,0.797,0.653,0.1272,0.6921,0.3522,0.4882,0.752,0.4912,455.52,1
Ibuprofen,TNF,0.4186,0.9734,0.7912,0.4163,0.6275,0.8747,0.8686,0.162,0.3554,0.7347,0.3458,0.58,0.6047,0.131,0.8864,0.4267,0.5263,0.3387,0.3803,0.5699,0.4232,0.5512,0.0747,0.3159,0.641,0.6035,0.7363,0.0073,0.148,0.7824,0.2845,0.8571,0.2665,0.0149,0.2555,0.6167,0.3455,0.8406,0.1957,0.8291,139.49,1
